"","Wall.B","Wall.Q","Rozas.ZA","Rozas.ZZ","Kelly.Z_nS"
"1326228 - 1332808",0.0149253731343284,0.0294117647058824,0.0149889675167156,0.013796464084145,0.00119250343257061
"1333076 - 1340271",0.0087719298245614,0.0173913043478261,0.00877559905116952,0.00679206688368303,0.0019835321674865
"1340325 - 1342250",0,0,3.77186953715893e-06,5.2875474121532e-07,3.24311479594361e-06
"1343384 - 1349822",0,0,0.026317335462789,0.024200254041757,0.00211708142103197
"1350158 - 1358171",0,0,7.29637297093945e-05,-0.00197747650955842,0.00205044023926781
"1358907 - 1364530",0,0,0.00021069098498311,-3.00662881523355e-05,0.000240757273135446
"1367023 - 1368903",0,0,3.01052685619239e-06,1.12304414181944e-06,1.88748271437295e-06
"1369619 - 1371667",0,0,1.49424001310048e-05,-0.000300738762181396,0.000315681162312401
"1371743 - 1374175",0,0,2.29868181852417e-06,-1.64283212150577e-06,3.94151394002994e-06
"1374293 - 1377710",0,0,0.00535958582198738,0.00168368048439318,0.0036759053375942
"1380567 - 1382594",0,0,1.42594366191858e-05,-8.10786463030431e-06,2.23673012494901e-05
"1384340 - 1385924",0,0,1.21033788964953e-05,3.14132835804237e-06,8.9620505384529e-06
"1387091 - 1388909",0,0,4.57187815213235e-07,3.92401524283446e-08,4.17947662784891e-07
"1389211 - 1396929",0,0,1.25245409920545e-05,-0.0021612215584406,0.00217374609943266
"1396148 - 1397044",0,0,8.82905334537941e-07,-1.96378486287344e-07,1.07928382082529e-06
"1397248 - 1398391",0,0,2.45710890876871e-05,-3.58923883145239e-06,2.81603279191395e-05
"1398462 - 1401319",0,0,8.73342888197257e-06,-0.000619163103795455,0.000627896532677428
"1403727 - 1414748",0,0,1.17790396349734e-05,-0.00169785832777572,0.0017096373674107
"1415406 - 1417214",0,0,2.80440031324129e-06,-1.78791607863687e-06,4.59231639187816e-06
"1417279 - 1420432",0,0,1.41331303111226e-06,-0.00076608400863452,0.000767497321665632
"1421786 - 1426832",0,0,4.46032122355481e-06,-0.000925233014121478,0.000929693335345033
"1426876 - 1431677",0,0,0.0142770149085231,0.0131237997705388,0.0011532151379843
"1431881 - 1435170",0,0,7.31753009629171e-06,-0.00100679336917948,0.00101411089927577
"1440742 - 1445784",0,0,0.000215560320911367,-0.00116086996430179,0.00137643028521316
"1446063 - 1449550",0,0,0.0213176034760874,0.0187124628014617,0.00260514067462568
"1449075 - 1453801",0,0,0.00120093788921832,0.000909145466171576,0.000291792423046748
"1455197 - 1460871",0,0,0.0166849162283956,0.0141640800961566,0.002520836132239
"1461301 - 1461498",NA,NA,NA,NA,NA
"1461487 - 1463111",0,0,0.000484829645697748,0.000384737697507811,0.000100091948189937
"1463149 - 1465573",0,0,0.000222526782751365,-0.000202369623982605,0.00042489640673397
"1465889 - 1469381",0,0,0.000396255978138648,-0.00107283094548268,0.00146908692362133
"1470103 - 1472480",0,0,0.000767815185422011,0.000556287944797032,0.000211527240624979
"1472839 - 1474438",0,0,1.01480355053386e-05,-3.72150710953181e-06,1.38695426148704e-05
"1474667 - 1476838",0,0,1.28052613117444e-05,-0.000120815080691971,0.000133620342003716
"1477643 - 1479850",0,0,1.10444580101848e-06,-0.0033333906447389,0.00333449509053992
"1480900 - 1481526",0,0,1.21326208755875e-05,-0.00126377010063841,0.00127590272151399
"1483375 - 1485858",0,0,1.25349661663242e-05,-0.00205768875695425,0.00207022372312057
"1486652 - 1496398",0.0112359550561798,0.0222222222222222,0.0112402068200889,0.00953635482394863,0.00170385199614025
"1496635 - 1498092",0,0,6.46931385764843e-07,1.96910041443131e-08,6.2724038162053e-07
"1498115 - 1499068",0,0,4.28560195257449e-06,-5.94648541385307e-07,4.8802504939598e-06
"1498612 - 1499571",0,0,2.88998725126022e-06,-3.1789092581455e-07,3.20787817707477e-06
"1499574 - 1500253",0,0,9.55867878529337e-07,4.41611198596856e-08,9.11706758669652e-07
"1500670 - 1514612",0,0,0.00768239181568231,0.00639646402724398,0.00128592778843832
"1517580 - 1521643",0,0,1.80271435526212e-05,-0.00179190066767882,0.00180992781123144
"1521810 - 1524748",0,0,3.00196078172278e-06,-0.00116227997630413,0.00116528193708585
"1525654 - 1532527",0,0,2.26496151087392e-05,-0.00134840225272868,0.00137105186783742
"1532674 - 1540545",0,0,2.68759128996167e-05,-0.00151744321472275,0.00154431912762237
"1540804 - 1544163",0,0,8.14481715466023e-05,-0.00522803878665842,0.00530948695820503
"1545416 - 1553962",0,0,7.35066289353747e-05,-0.000546744250625396,0.00062025087956077
"1553848 - 1555709",0,0,3.6797884254015e-06,-0.000157122369870556,0.000160802158295957
"1556447 - 1565469",0,0,0.00375150043725032,0.00227757702802624,0.00147392340922408
"1569604 - 1573189",0,0,0.0201400688052934,0.0179966030202805,0.00214346578501291
"1576132 - 1578978",0,0,0.000137358440543125,-0.000305594077720963,0.000442952518264088
"1580594 - 1582483",0,0,9.02266812594735e-05,3.94607930354864e-05,5.07658882239871e-05
"1582539 - 1585322",0,0,0.0158476845632601,0.0141855643716459,0.0016621201916142
"1585329 - 1592079",0,0,4.24904360954963e-05,-0.00164528602737907,0.00168777646347457
"1593266 - 1595319",0,0,0.000263559218318143,-8.47970972234613e-05,0.000348356315541605
"1595767 - 1597718",0,0,2.7353927236964e-06,-0.00134533935085229,0.00134807474357599
"1597769 - 1600089",0,0,8.77286513480954e-06,-1.27121388169957e-06,1.00440790165091e-05
"1600448 - 1603560",0,0,1.23682789437339e-05,-0.000177045853746531,0.000189414132690264
"1604250 - 1607491",0,0,1.10576958949538e-05,-0.00170247538429802,0.00171353308019298
"1607519 - 1608723",0,0,3.63138439655068e-06,-1.3812224687181e-06,5.01260686526878e-06
"1610100 - 1615809",0,0,3.33848787326095e-05,-0.000646761774373747,0.000680146653106356
"1615976 - 1622355",0,0,0.0141327393908189,0.0128031260960358,0.00132961329478314
"1622360 - 1632547",0,0,8.31184976027859e-06,-0.00134614108690719,0.00135445293666747
"1633071 - 1636567",0,0,1.80180441968341e-05,-0.00509710702076719,0.00511512506496402
"1636768 - 1643539",0,0,0.000794458096691766,-0.000515357644276703,0.00130981574096847
"1644911 - 1647382",0,0,4.00631215959794e-05,-0.000806959754504739,0.000847022876100718
"1649321 - 1657012",0,0,0.000471161369534499,-0.000716575793550464,0.00118773716308496
"1657118 - 1658339",0,0,1.90001535075011e-05,4.22946867774784e-06,1.47706848297533e-05
"1658390 - 1663036",0,0,4.89691284304763e-06,-0.000800742491158588,0.000805639404001636
"1663373 - 1665749",0,0,2.01084171904327e-06,4.46073616046423e-07,1.56476810299685e-06
"1665761 - 1668162",0,0,4.77912473408637e-06,4.31030493998803e-07,4.34809424008757e-06
"1668302 - 1669090",0,0,6.86100633413295e-07,9.80826894343461e-08,5.88017943978948e-07
"1669907 - 1671894",0,0,7.01634213410031e-06,-4.35953548524456e-06,1.13758776193449e-05
"1672402 - 1675566",0,0,9.27928535262723e-07,-1.26438474056541e-07,1.05436700931926e-06
"1676182 - 1677783",0,0,0.000263377533592906,-9.17737687159818e-05,0.000355151302308888
"1678820 - 1681377",0,0,3.70672343861164e-06,-1.00724099394819e-05,1.37791333780935e-05
"1681435 - 1692161",0.0166666666666667,0.0247933884297521,0.0170050470841648,0.0151174186184582,0.00188762846570661
"1692791 - 1694345",0,0,1.92287592452e-06,-1.2384171304611e-06,3.1612930549811e-06
"1694889 - 1701865",0,0,0.000155037895744164,-0.000904477014115168,0.00105951490985933
"1701397 - 1703791",0,0,0.0332615069175997,0.0237575043570931,0.00950400256050655
"1705435 - 1706918",0,0,2.77025075577818e-06,-2.18057183591528e-07,2.98830793936971e-06
"1707861 - 1709391",0,0,4.737863857795e-06,5.35529525896491e-07,4.20233433189851e-06
"1709869 - 1712608",0,0,0.00323268210976833,0.000196807749966338,0.00303587435980199
"1713070 - 1714304",0,0,1.00022076014753e-06,-9.83276761870967e-08,1.09854843633463e-06
"1714779 - 1717145",0,0,8.89852925114e-06,-0.00976899961172825,0.00977789814097939
"1717415 - 1718905",0,0,4.69930398971352e-06,6.18315535626571e-07,4.08098845408695e-06
"1718938 - 1725224",0.0135135135135135,0.0266666666666667,0.0135346111950571,0.011549923391928,0.00198468780312906
"1728890 - 1731885",0,0,1.67573630822187e-05,-5.6385785278383e-05,7.31431483606017e-05
"1731176 - 1734347",0,0,1.16287877330336e-05,-0.000543575755930405,0.000555204543663439
"1733903 - 1736776",0,0,3.15988922137374e-06,-6.39864169234825e-07,3.79975339060857e-06
"1736787 - 1740230",0.0263157894736842,0.0512820512820513,0.0263268946764567,0.0239696509189383,0.00235724375751833
"1740858 - 1742152",0,0,3.2437740750686e-06,2.6547970608339e-07,2.97829436898521e-06
"1742517 - 1746755",0,0,6.87552895822307e-05,-0.00394573448049882,0.00401448977008105
"1747226 - 1751441",0,0,8.6632897340508e-05,-0.000925081642995721,0.00101171454033623
"1751384 - 1753416",0,0,0.000175910904217509,-0.00740049084326311,0.00757640174748062
"1754466 - 1756072",0,0,5.01453970750385e-06,-1.18372108792488e-06,6.19826079542873e-06
"1756482 - 1757258",0,0,9.31600249256382e-07,1.19203096879757e-07,8.12397152376625e-07
"1757488 - 1759205",0,0,1.27611748643088e-05,6.33267834106647e-06,6.42849652324238e-06
"1759227 - 1760663",0,0,2.97063179152489e-05,2.48562518682586e-06,2.7220692728423e-05
"1762256 - 1766650",0,0,4.73681093905374e-06,-0.000527278835410941,0.000532015646349995
"1767459 - 1769954",0,0,3.71097126995491e-05,-0.000955750947342751,0.0009928606600423
"1770414 - 1772184",0,0,5.18692664794594e-06,-2.78380187896756e-06,7.9707285269135e-06
"1772009 - 1774198",0,0,2.86321194955825e-05,-2.82420398546247e-05,5.68741593502072e-05
"1774605 - 1776787",0,0,6.38467472159831e-06,-0.000138462861173557,0.000144847535895155
"1777078 - 1779609",0,0,1.15832688040259e-06,2.96623334292902e-08,1.1286645469733e-06
"1780084 - 1782733",0,0,1.31081142749823e-05,-0.000230532692487172,0.000243640806762154
"1782875 - 1787222",0,0,1.61614183685056e-06,-0.00100783810908734,0.00100945425092419
"1788846 - 1798269",0,0,0.00927303785159913,0.00786896681558397,0.00140407103601516
"1798297 - 1799944",0,0,1.3081256222644e-06,-1.7720624439676e-07,1.48533186666116e-06
"1800111 - 1804509",0.0384615384615385,0.0740740740740741,0.051271383422048,0.0461311833316805,0.00514020009036749
"1807031 - 1810365",0,0,0.0289405373873307,0.0266621380106796,0.00227839937665113
"1810090 - 1812833",0,0,1.81240830437633e-05,-0.00114439857294991,0.00116252265599367
"1812871 - 1814731",0,0,8.91679336059856e-05,-0.000473366544297349,0.000562534477903335
"1814738 - 1818029",0,0,0.000465473029202872,-0.000157418520729368,0.000622891549932239
"1818370 - 1820937",0.0526315789473684,0.1,0.0526324149800915,0.0467141049430278,0.00591831003706362
"1820807 - 1823494",0,0,5.60322038432563e-06,-0.003689264986107,0.00369486820649132
"1823963 - 1826025",0,0,5.86242068226901e-06,2.75892929100369e-06,3.10349139126531e-06
"1826113 - 1826839",0,0,1.58517207196979e-06,-2.41678183372043e-07,1.82685025534183e-06
"1828240 - 1829054",0,0,3.95850651799623e-05,0,3.95850651799623e-05
"1830464 - 1831417",0,0,1.00056262548894e-05,-0.000705741989143312,0.000715747615398202
"1832152 - 1839819",0,0,6.66771064332201e-06,-0.00222913195010468,0.00223579966074801
"1839423 - 1842878",0,0,2.50747386578886e-05,-0.000582171317171412,0.000607246055829301
"1843205 - 1854563",0.0170940170940171,0.0254237288135593,0.0172172149718762,0.0148129718845418,0.00240424308733437
"1855488 - 1857930",0,0,2.16515305521586e-06,-2.01651059546497e-07,2.36680411476235e-06
"1858329 - 1867357",0,0,8.40582766683863e-05,-0.00141461684349408,0.00149867512016247
"1870415 - 1871077",0,0,2.02264627239536e-06,4.53854823861835e-07,1.56879144853353e-06
"1872795 - 1881752",0.00884955752212389,0.0175438596491228,0.00945780378534214,0.00774549694183293,0.00171230684350921
"1882167 - 1888573",0.0131578947368421,0.025974025974026,0.0132487961849758,0.0107642462229284,0.00248454996204738
"1888273 - 1889408",0,0,0.00745099622722068,0.00578799454611019,0.00166300168111049
"1889494 - 1892695",0,0,3.53380437205627e-05,-0.00091722558824673,0.000952563631967292
"1893348 - 1896529",0,0,2.83110492152187e-05,-0.00449259030821907,0.00452090135743429
"1896443 - 1898242",0,0,2.87536172586309e-06,5.3433700412762e-07,2.34102472173547e-06
"1899181 - 1905942",0,0,6.50642553309593e-05,-0.00176577850622096,0.00183084276155192
"1906472 - 1908483",0,0,1.43527947086958e-06,-9.41403238767514e-08,1.52941979474633e-06
"1908678 - 1914041",0.0175438596491228,0.0344827586206897,0.017636362568919,0.016000934703991,0.00163542786492803
"1916392 - 1918050",0,0,5.11378002872991e-06,-0.00217069862557412,0.00217581240560285
"1920268 - 1920811",NA,NA,NA,NA,NA
"1922656 - 1922928",NA,NA,NA,NA,NA
"1925995 - 1928144",NA,NA,NA,NA,NA
"1928510 - 1928677",NA,NA,NA,NA,NA
"1928934 - 1933138",NA,NA,NA,NA,NA
"1933278 - 1937217",0,0,0.00872980257941264,0.00534377805758551,0.00338602452182713
"1940627 - 1942588",0,0,8.04116762124223e-06,-0.000448434943820295,0.000456476111441538
"1944702 - 1946935",0,0,0.000265824435910183,-0.000878803751644596,0.00114462818755478
"1948696 - 1969412",0.028169014084507,0.034965034965035,0.0299683527566808,0.0280650828760895,0.00190326988059133
"1970810 - 1974642",0,0,2.08089165384028e-05,-0.00200758283139992,0.00202839174793832
"1975705 - 1980325",0,0,0.00249749766236716,-0.00186060138427005,0.00435809904663721
"1982068 - 1984327",0,0,0.0147389129489449,0.0108613712814517,0.00387754166749323
"1985056 - 1987411",0.075,0.0975609756097561,0.321049601448144,0.252107304130243,0.0689422973179007
"2000342 - 2003996",0,0,0.0343397202022581,0.0239444944086831,0.010395225793575
