"S.DRC"	"S.Gambia"	"S.Kenya"	"S.Myanmar"	"S.Tanzania"	"theta_W.pop.1"	"theta_W.pop.2"	"theta_W.pop.3"	"theta_W.pop.4"	"theta_W.pop.5"	"pop.1"	"pop.2"	"pop.3"	"pop.4"	"pop.5"	"pop.1.1"	"pop.2.1"	"pop.3.1"	"pop.4.1"	"pop.5.1"	"position"
172	83	104	19	171	25.1827114431669	12.4069641331985	16.698915287392	2.70511578714929	24.5873611311463	3.46605157847932	2.51753232737476	3.47467259698542	0.695705984454003	3.56851806936697	-2.54977028974666	-2.30532618567623	-2.39095103141681	-1.77585330023004	-2.50894396731398	300001.5
144	70	73	11	134	21.0832002780002	10.4637046906493	11.721353999804	1.56611966624433	19.2672888396118	2.24419742107603	1.94335105861115	2.22095379293304	1.86011621764395	2.41274846101429	-2.62674906578262	-2.33044263336288	-2.40320800578618	0.398072318909826	-2.54592134210614	302501.5
134	74	71	13	148	19.6190891475835	11.0616306729722	11.400221013508	1.85086869647057	21.2802891661384	2.46056765970061	2.31337440888488	2.43083765752409	2.24085729378915	2.6042063684557	-2.56422262725049	-2.27159884319986	-2.32888580749037	0.465302825178184	-2.56355780636294	305001.5
133	67	68	18	135	19.4726780345419	10.0152602039072	10.918521534064	2.56274127203617	19.4110745772208	3.98693493404476	3.44762867178149	3.68060291574005	3.22365607627097	3.84995899887969	-2.33097563105038	-1.87122725174426	-1.95695558001067	0.610260317005118	-2.33379990135306	307501.5
141	82	78	21	146	20.6439669388752	12.2574826376178	12.524186465544	2.98986481737553	20.9927176909203	3.98813546761524	4.03246472931342	3.79906103286385	3.732568611174	4.05544968411813	-2.36997641349892	-1.93936575575742	-2.07355738337887	0.604694369711374	-2.35559655491266	310001.5
178	91	107	16	164	26.0611781214169	13.6028160978441	17.180614766836	2.27799224180993	23.580860967883	4.24315992292871	3.85450228597218	4.03607610575735	2.12654139310241	4.14985620733862	-2.47782390776793	-2.08314655867711	-2.31272468928921	-0.153665662116023	-2.41525032942506	312501.5
191	97	115	19	163	27.9645225909586	14.4997050713284	18.46514671202	2.70511578714929	23.437075230274	4.94629464947384	3.6327237407531	4.49167284408204	2.49820642467235	4.50640425949667	-2.441024397844	-2.18568590155585	-2.29430078034011	-0.182859998846579	-2.36703247387472	315001.5
196	104	123	22	165	28.696578156167	15.5460755403933	19.749678657204	3.13223933248865	23.7246467054921	5.62255076330221	4.3331044090811	5.06997776130467	2.63568535707997	5.34027464975804	-2.38617114360349	-2.11055154049394	-2.25931525025296	-0.389010835033754	-2.27174471259557	317501.5
213	112	128	30	186	31.1855670778753	16.7419275050389	20.552511122944	4.27123545339362	26.744147195282	7.08597895360901	5.54187351608029	6.16837163330862	3.00785349533369	6.53661804280286	-2.29817713268077	-1.96409980167346	-2.13044649059848	-0.761048040726714	-2.22307893381078	320001.5
192	117	114	35	179	28.1109337040003	17.4893349829425	18.304580218872	4.98310802895922	25.7376470320187	7.2073514154439	5.67542138414144	6.26493699036323	3.02370135587251	6.56800988646732	-2.20553747189203	-1.98692169532587	-1.9934338832809	-1.03206272106411	-2.18894560103352	322501.5
162	103	102	34	166	23.7186003127502	15.3965940448126	16.377782301096	4.8407335138461	23.8684324431011	5.58747591522158	5.06589094048624	5.07620459599703	2.28397353658843	5.36033632468267	-2.25603153359703	-1.96247677316337	-2.08162653306244	-1.3813658258073	-2.27369013892463	325001.5
152	99	92	30	149	22.2544891823336	14.7986680624898	14.772117369616	4.27123545339362	21.4240749037474	3.18318511931229	3.01948472421168	2.94687422782308	1.15524362941162	2.87972234734301	-2.52388384806903	-2.32363090545505	-2.40331417367598	-1.87704079311339	-2.52898780963024	327501.5
132	108	93	25	127	19.3262669215002	16.1440015227161	14.932683862764	3.55936287782801	18.2607886763485	1.60450570623981	1.54155956282009	1.93110946380035	1.05107035946973	1.51614058186942	-2.68698434664285	-2.65132185947823	-2.61533890780108	-1.76553725437718	-2.66309253649589	330001.5
137	103	98	27	111	20.0583224867085	15.3965940448126	15.735516328504	3.84411190805425	15.9602168746038	1.09436045649918	1.16333418362341	1.51732147269582	1.05424999371117	1.06057771156001	-2.77427040372805	-2.703827764858	-2.72082465627911	-1.83958386684191	-2.69557318151538	332501.5
165	115	109	31	120	24.1578336518752	17.190371991781	17.501747753132	4.41360996850674	17.2542885130852	1.8183711279087	1.90636344014285	2.05376822337534	1.13245289663673	1.82664033355278	-2.73070260959865	-2.61333939198484	-2.67020628934411	-1.92126604082637	-2.59066280325179	335001.5
168	128	115	31	138	24.5970669910002	19.1336314343302	18.46514671202	4.41360996850674	19.8424317900479	1.79848080628427	1.96108941781292	2.15211267605634	0.927990340351672	1.94687178776434	-2.73858224799602	-2.64952429334218	-2.67843251235487	-2.04098812587338	-2.62774897559741	337501.5
173	107	111	27	154	25.3291225562086	15.9945200271354	17.822880739428	3.84411190805425	22.1430035917926	1.92500370535053	1.6818083707788	2.27111440573264	0.209594244459538	2.21177367381588	-2.73248525513618	-2.62189844113678	-2.64169074475963	-2.39653440312837	-2.6328547521263	340001.5
180	101	119	23	175	26.3540003475003	15.0976310536512	19.107412684612	3.27461384760177	25.1625040815825	2.10264562027568	1.92532817926731	2.57089201877934	0.20636429954972	2.59358072600857	-2.72444817294573	-2.54945659121603	-2.62735988974813	-2.31635990582157	-2.63424148310268	342501.5
168	94	108	19	169	24.5970669910002	14.0512605845862	17.341181259984	2.70511578714929	24.2997896559283	1.54708759448644	1.49991170064557	1.94741784037559	0.128161396624154	1.860850282388	-2.76877977785679	-2.60090908639389	-2.68443903231897	-2.27743138946472	-2.7091707890116	345001.5
137	77	91	44	153	20.0583224867085	11.5100751597143	14.611550876468	6.2644786649773	21.9992178541836	1.36851934192975	1.38209092871299	1.71134173461824	0.457746585163384	1.67151750343601	-2.73416323200109	-2.5336483617335	-2.6491846820397	-2.49597058176124	-2.70218070992624	347501.5
115	75	78	48	134	16.8372779997918	11.2111121685529	12.524186465544	6.83397672542979	19.2672888396118	1.32915369793983	1.36891470282362	1.51252779836916	0.629698387543078	1.54024462076851	-2.68378582574117	-2.52370741332512	-2.61696021549967	-2.46567940095194	-2.67771527407073	350001.5
91	71	54	49	111	13.3234112867918	10.61318618623	8.67059062999201	6.97635124054291	15.9602168746038	0.98111753371869	1.07161077644566	0.958487768717569	0.6234196161296	1.04422346188051	-2.66880438332441	-2.57541226380762	-2.58359430512529	-2.47804981582651	-2.69853191604293	352501.5
81	70	56	55	109	11.8593001563751	10.4637046906493	8.99172361628801	7.83059833122163	15.6726453993857	0.87380317178005	0.771638247355925	1.00741289844329	0.904535506754207	1.08113601977293	-2.6511585525924	-2.65092340298013	-2.58641441316337	-2.43185026857133	-2.68601304393556	355001.5
95	79	66	29	114	13.9090557389585	11.8090381508757	10.597388547768	4.1288609382805	16.3915740874309	1.00420186749667	0.729215313070267	1.16649369903632	1.05896913440495	1.22684591663491	-2.67902189334729	-2.70577712068943	-2.62211363839005	-1.90408449778712	-2.67455290575655	357501.5
125	91	83	28	116	18.3013891302085	13.6028160978441	13.327018931284	3.98648642316737	16.679145562649	1.12810878909145	0.879451759119361	1.2196688905362	0.90651774708827	1.1876927341395	-2.74375719287589	-2.71889407219646	-2.7132292759018	-1.96873551555592	-2.68713762396842	360001.5
164	105	109	34	129	24.0114225388336	15.695557035974	17.501747753132	4.8407335138461	18.5483601515665	1.82146880094857	1.70355944508761	1.85273041759328	1.33555706487561	1.53130522157929	-2.7284485443822	-2.60970954627492	-2.70495597375178	-1.89377610847374	-2.66612778651546	362501.5
165	99	110	29	127	24.1578336518752	14.7986680624898	17.66231424628	4.1288609382805	18.2607886763485	2.02948717948718	1.74618841120028	1.96683963429701	1.32159082333409	1.76884607832946	-2.70489647606455	-2.57480881649924	-2.68933940751618	-1.74119475488433	-2.62290189661161	365001.5
183	95	107	31	125	26.7932336866253	14.2007420801669	17.180614766836	4.41360996850674	17.9732172011304	2.77398102860531	2.66354021545042	2.50966147763776	1.24256282544714	2.45459270295555	-2.65538651505223	-2.36686455869013	-2.58129073695107	-1.85679169158082	-2.50597360075455	367501.5
169	89	102	39	139	24.7434781040419	13.3038531066827	16.377782301096	5.5526060894117	19.986217527657	5.79741366533274	5.84473049074819	5.34385964912281	4.82062737403466	5.20431262488017	-2.26275806148269	-1.62785711475332	-2.03232741086613	-0.350415708175068	-2.15551115770033	370001.5
144	86	93	37	131	21.0832002780002	12.8554086199406	14.932683862764	5.26785705918546	18.8359316267846	6.52271379872536	5.63679532209642	5.30936496170002	5.77805951752069	5.52484898883153	-2.03018941858265	-1.62727830800797	-1.93578404982525	0.25590085779819	-2.05490942097243	372501.5
161	94	104	40	150	23.5721891997086	14.0512605845862	16.698915287392	5.69498060452482	21.5678606413564	7.19044019564251	6.56808861330769	5.94974054855448	6.28441627047015	6.16734231893097	-2.05061642919027	-1.55067396780351	-1.94345725728003	0.275897712968817	-2.08673058040132	375001.5
143	80	107	38	147	20.9367891649585	11.9585196464564	17.180614766836	5.41023157429858	21.1365034285293	6.71150881873425	5.58839746482742	5.77267111440573	6.87899781148593	5.71019715186584	-1.99682795409032	-1.53733435477777	-2.00717831331104	0.719515105940443	-2.13137576189636	377501.5
141	71	92	30	130	20.6439669388752	10.61318618623	14.772117369616	4.27123545339362	18.6921458891756	3.57017192826441	2.31989875007358	2.70017296763034	3.27589867431389	2.86762990425372	-2.4294489010582	-2.23848088529037	-2.45345273135092	-0.599580436264178	-2.46097099131432	380001.5
132	65	80	25	127	19.3262669215002	9.71629721274581	12.84531945184	3.55936287782801	18.2607886763485	2.25787016451756	1.8113435237329	2.19130219915987	1.88625764093276	2.25424159477034	-2.58792082520609	-2.31664625932766	-2.47214490078197	-1.17766552529747	-2.545703906556	382501.5
138	73	75	23	115	20.2047335997502	10.9121491773914	12.0424869861	3.27461384760177	16.5353598250399	1.91623684600563	1.34327845691973	1.76639486039041	1.9011596609061	1.69283808599841	-2.65678081745819	-2.5165407350834	-2.53414128887006	-1.0368824832271	-2.59597093032114	385001.5
141	86	83	26	130	20.6439669388752	12.8554086199406	13.327018931284	3.70173739294113	18.6921458891756	1.64653179190751	1.59451955340149	1.55142080553496	0.976731315875531	1.60064908815818	-2.70316575266614	-2.53852086969887	-2.6388844353643	-1.85543788514392	-2.65800722534093	387501.5
146	101	94	27	146	21.3760225040835	15.0976310536512	15.093250355912	3.84411190805425	20.9927176909203	1.94851785978954	1.90954221690246	1.95156906350383	0.995718562121098	1.80399154568449	-2.67299229279672	-2.55251191314292	-2.61673740851286	-1.87817842118264	-2.66872421117307	390001.5
151	104	100	34	147	22.1080780692919	15.5460755403933	16.0566493148	4.8407335138461	21.1365034285293	1.88443752779013	1.99740988560328	1.95285396590067	1.26439765552285	1.81372786805724	-2.69350824509436	-2.55018556941634	-2.64738133857701	-1.93222210150354	-2.66973147969037	392501.5
128	102	89	30	143	18.7406224693335	15.2471125492319	14.290417890172	4.27123545339362	20.5613604780931	1.6694753223655	1.78325451798364	1.72661230541142	0.518994792845823	1.65369645311435	-2.66603345276256	-2.58155165532128	-2.63518079667377	-2.26031041905187	-2.68280279775593	395001.5
111	88	80	29	133	16.2516335476252	13.154371611102	12.84531945184	4.1288609382805	19.1235031020027	1.56991996442864	1.53404430665385	1.56263899184581	0.565371166955953	1.51348417125764	-2.62821413377589	-2.56324058845367	-2.61801912882301	-2.21023608162221	-2.67926374679209	397501.5
102	90	74	30	119	14.9339335302501	13.4533346022634	11.881920492952	4.27123545339362	17.1105027754761	2.55008151771158	2.68072915644683	2.54415616506054	1.32247629109753	2.67743090445007	-2.40297054249643	-2.32624832392895	-2.33202820239494	-1.77630159171066	-2.44314305750838	400001.5
84	82	63	23	114	12.2985334955001	12.2574826376178	10.115689068324	3.27461384760177	16.3915740874309	2.4881873425226	2.55337205423543	2.52018779342723	1.19678011722386	2.69372740607279	-2.28787257387901	-2.2881190005062	-2.20554272690541	-1.56865035540108	-2.41584387346859	402501.5
70	70	56	22	98	10.2487779129168	10.4637046906493	8.99172361628801	3.13223933248865	14.0910022856862	2.09207054987402	2.28338206149559	2.3039782554979	1.14426584157171	2.43994779575667	-2.25678759732133	-2.23743912904736	-2.16640879895306	-1.55742027256972	-2.37312097727981	405001.5
66	74	45	16	82	9.6631334607501	11.0616306729722	7.22549219166001	2.27799224180993	11.7904304839415	2.02417370683267	2.38071738319958	2.25258215962441	1.01004704047493	2.28473256874906	-2.23249609641666	-2.25411236155906	-1.96890431328166	-1.28648760012066	-2.29117716393035	407501.5
73	61	52	15	90	10.6880112520418	9.11837123042299	8.34945764369601	2.13561772669681	12.9407163848139	1.08417074255225	1.17328257755627	1.41225599209291	1.16813322264986	1.35101578831872	-2.55509318727096	-2.46966387663126	-2.40623278125496	-1.03292953011744	-2.55884843613077	410001.5
103	71	68	24	103	15.0803446432918	10.61318618623	10.918521534064	3.41698836271489	14.8099309737314	2.53900993033941	2.00756431136315	2.85352112676056	1.90997409000579	2.60807548825982	-2.41103734500532	-2.32278456778702	-2.18057819963656	-1.09786391276967	-2.37055767322966	412501.5
129	78	73	29	116	18.8870335823752	11.659556655295	11.721353999804	4.1288609382805	16.679145562649	2.82981325033348	2.0296097168534	2.88307388188782	2.25224762910975	2.67644918748484	-2.48900774549816	-2.38003592597804	-2.23571903017258	-1.16395968933563	-2.4288988697989	415001.5
142	80	77	35	126	20.7903780519169	11.9585196464564	12.363619972396	4.98310802895922	18.1170029387394	3.11340595820365	2.36627553322999	3.10546083518656	2.33039015923327	2.93585345853112	-2.49819658584093	-2.31494561551828	-2.22718297418912	-1.3972450234294	-2.43281338518733	417501.5
129	76	68	40	113	18.8870335823752	11.3605936641336	10.918521534064	5.69498060452482	16.2477883498219	2.607507040166	2.03450542550478	2.60533728687917	1.96938092722562	2.41934328909832	-2.52346712685666	-2.36184506976029	-2.24768101965098	-1.74384498561976	-2.45948916445491	420001.5
116	68	58	32	106	16.9836891128335	10.1647416994879	9.31285660258401	4.55598448361986	15.2412881865586	1.26379131465837	1.14112199046367	1.13219668890536	1.08772671244937	1.14955591744338	-2.69799416356593	-2.53574128049574	-2.56528445526069	-1.97561574764668	-2.66392782806738	422501.5
131	72	75	36	116	19.1798558084585	10.7626676818107	12.0424869861	5.12548254407234	16.679145562649	1.56243515636579	1.50450326707611	1.54717074376081	1.15908736447564	1.54536109859903	-2.69076792415498	-2.46645414297067	-2.58820317140975	-2.03806935873438	-2.62509669535559	425001.5
142	75	74	35	117	20.7903780519169	11.2111121685529	11.881920492952	4.98310802895922	16.822931300258	1.5647028308878	1.21827600415988	1.39654064739313	1.12162604080195	1.53865077440144	-2.71706692430335	-2.56233374671002	-2.61863553780526	-2.03392775107758	-2.62952894923776	427501.5
136	73	69	28	115	19.9119113736669	10.9121491773914	11.079088027212	3.98648642316737	16.5353598250399	1.76383577886468	1.46620096933069	1.53817642698295	0.725962820416069	1.76044951087396	-2.67370676860051	-2.48421304263385	-2.54458404078207	-2.08414737003642	-2.58414562889188	430001.5
128	75	69	31	108	18.7406224693335	11.2111121685529	11.079088027212	4.41360996850674	15.5288596617766	1.69908848377056	1.51406903047309	1.69058561897702	1.09653107941539	1.80309067599875	-2.66140870913706	-2.48648736627355	-2.50393614319467	-1.94229989139811	-2.54894538001108	432501.5
100	69	53	25	84	14.6411113041668	10.3142231950686	8.51002413684401	3.55936287782801	12.0780019591596	2.0520824069957	2.17180111060966	1.97751420805535	1.1192715015219	2.07455274130026	-2.48922614247713	-2.2571799853373	-2.22646757352185	-1.71753182590227	-2.35710912194614	435001.5
81	63	50	27	81	11.8593001563751	9.4173342215844	8.02832465740001	3.84411190805425	11.6466447463325	1.72174299688751	2.02825579341875	1.77642698295033	1.50165270545619	1.78805308201379	-2.4465230297235	-2.22920794138006	-2.24809866270844	-1.54457471019651	-2.4037939357816	437501.5
93	66	50	27	73	13.6162335128751	9.86577870832651	8.02832465740001	3.84411190805425	10.4963588454601	1.44098858752038	1.77134391617448	1.38537188040524	1.2963851784771	1.38909485695806	-2.57904727439349	-2.33874149962628	-2.38871683959732	-1.67992435925116	-2.44775354223763	440001.5
116	66	53	22	88	16.9836891128335	9.86577870832651	8.51002413684401	3.13223933248865	12.6531449095958	1.73594190010375	1.88238525989443	1.54726958240672	0.932055442356552	1.57797720106718	-2.61695931587094	-2.30665809844997	-2.37310733651206	-1.7236703655905	-2.49768883469922	442501.5
93	48	40	18	75	13.6162335128751	7.17511178787383	6.42265972592	2.56274127203617	10.7839303206782	0.717140951534015	0.6984184604517	0.678329626884112	0.492511257012049	0.691452132635737	-2.73237784672384	-2.5082529456708	-2.53029397278383	-1.91156139512542	-2.64489810052133	445001.5
106	52	47	14	74	15.5195779824168	7.77303777019665	7.54662517795601	1.99324321158369	10.6401445830692	0.790069660589892	0.73027490532347	0.79644180874722	0.346881996327321	0.711444509892242	-2.75531546737706	-2.53552196261061	-2.56870980402358	-1.85504764353459	-2.63483265673632	447501.5
128	62	67	14	104	18.7406224693335	9.26785272600369	10.757955040916	1.99324321158369	14.9537167113405	1.14413813546762	0.992347389282421	1.45011119347665	0.33749402560813	1.25085755864315	-2.74807635838526	-2.53393481481043	-2.5517579173701	-1.86562559738751	-2.63781350719378	450001.5
99	59	57	19	89	14.4947001911251	8.81940823926158	9.15229010943601	2.70511578714929	12.7969306472048	0.791685193419297	0.759335203971509	1.1620953792933	0.356461147586346	0.974879595301618	-2.73549945884935	-2.58380307701941	-2.54626503231417	-2.07566723680453	-2.63784021427401	452501.5
118	78	73	22	105	17.2765113389168	11.659556655295	11.721353999804	3.13223933248865	15.0975024489495	0.936712613013191	0.895934305280301	1.48075117370892	0.365969863909642	1.12643359550951	-2.75887327945334	-2.66022316119229	-2.59044862951661	-2.16715372183784	-2.66506141521237	455001.5
103	75	65	20	99	15.0803446432918	11.2111121685529	10.43682205462	2.84749030226241	14.2347880232953	0.878857269897732	0.809911111983204	1.39659006671609	0.0853973285035092	1.05244678516568	-2.73019715967807	-2.66704547489029	-2.5496112886002	-2.34091140053758	-2.65927101327327	457501.5
83	64	53	20	80	12.1521223824585	9.5668157171651	8.51002413684401	2.84749030226241	11.5028590087234	0.705446865273455	0.623972293624787	0.901754385964912	0.12264734737001	0.732707344397861	-2.69976819646762	-2.65882658035405	-2.59311751158419	-2.30934150239756	-2.65687137871046	460001.5
98	65	56	16	90	14.3482890780835	9.71629721274581	8.99172361628801	2.27799224180993	12.9407163848139	1.32302504816956	1.21299766497263	1.38018285149493	0.462777652001107	1.34099072566208	-2.62540030599626	-2.49199905075613	-2.46566039776513	-1.84176024238935	-2.56106183376667	462501.5
100	68	65	24	108	14.6411113041668	10.1647416994879	10.43682205462	3.41698836271489	15.5288596617766	1.89373795761079	1.64853913623609	1.82614282184334	0.9331421527935	2.02954390584757	-2.52053555848885	-2.39315120639503	-2.42846477875541	-1.80948858157814	-2.50689185903096	465001.5
137	93	82	34	138	20.0583224867085	13.9017790890055	13.166452438136	4.8407335138461	19.8424317900479	4.48699421965318	4.18716519828111	4.2941438102298	4.06658113853043	4.63037778778744	-2.27795621448777	-2.0336047740048	-2.01120623027552	-0.418258907656879	-2.23370821120275	467501.5
140	92	82	35	139	20.4975558258335	13.7522975934248	13.166452438136	4.98310802895922	19.986217527657	4.38278494145546	4.03025724545258	4.239782554979	4.2036676477247	4.62558469907488	-2.30877249673437	-2.05612713431322	-2.02352903145741	-0.41054844398223	-2.23990180353054	470001.5
136	86	80	39	133	19.9119113736669	12.8554086199406	12.84531945184	5.5526060894117	19.1235031020027	3.7846598488217	3.45401565841885	3.68598962194218	3.91502528111086	3.9912107457584	-2.3759842378688	-2.11933818866735	-2.12531949184388	-0.783949077452426	-2.30229180760052	472501.5
142	89	81	34	139	20.7903780519169	13.3038531066827	13.005885944988	4.8407335138461	19.986217527657	3.43622350674374	3.24247983831407	3.42401779095626	3.60928734938244	3.70499982675583	-2.45257442310079	-2.19576469008759	-2.19740820760266	-0.665325514730611	-2.37414234809805	475001.5
120	71	78	27	125	17.5693335650002	10.61318618623	12.524186465544	3.84411190805425	17.9732172011304	1.4059063287387	1.22871495006181	1.6543612552508	0.73614569969562	1.68893431736022	-2.68551074788969	-2.53300752475252	-2.58325298527172	-2.04933601415631	-2.62961340541145	477501.5
116	75	77	24	121	16.9836891128335	11.2111121685529	12.363619972396	3.41698836271489	17.3980742506942	1.65377945753668	1.66756274159684	1.86236718556956	0.795472039846049	1.81339292932793	-2.6310607937149	-2.44712895896557	-2.52622698182799	-1.90978162565146	-2.59631767826422	480001.5
129	82	81	21	122	18.8870335823752	12.2574826376178	13.005885944988	2.98986481737553	17.5418599883032	1.92066103453387	1.73314953986225	2.03968371633309	1.11708801851433	1.96748784403405	-2.62993418607558	-2.48151814859444	-2.51487730744214	-1.52477689686442	-2.57422471849613	482501.5
146	84	75	25	111	21.3760225040835	12.5564456287792	12.0424869861	3.55936287782801	15.9602168746038	1.91605898918038	1.74162627788788	1.8426488757104	1.08334968430056	1.81817446842914	-2.67745824519564	-2.49272711739201	-2.51533662593978	-1.74281647914149	-2.55851231192836	485001.5
141	82	62	21	92	20.6439669388752	12.2574826376178	9.95512257517601	2.98986481737553	13.228287860032	1.39158144360457	1.41639032239075	1.19189523103533	0.935647624078686	1.27054964600441	-2.73944291560057	-2.55620637250268	-2.58283955706208	-1.67250198709496	-2.58581738957769	487501.5
133	82	55	25	81	19.4726780345419	12.2574826376178	8.83115712314001	3.55936287782801	11.6466447463325	1.25029642804209	1.13531385514981	1.04012849023968	0.984086735592282	1.10793111811788	-2.74290534130636	-2.62248100939629	-2.56619234403455	-1.81268569600559	-2.56962624815153	490001.5
122	80	48	25	79	17.8621557910835	11.9585196464564	7.70719167110401	3.55936287782801	11.3590732711144	1.01780791462872	1.0831583697977	0.834840622683469	0.588936684023847	0.936962221221256	-2.75465376346984	-2.62460688108055	-2.56536442588848	-2.09082396417288	-2.60154187785318	492501.5
135	103	56	29	100	19.7655002606252	15.3965940448126	8.99172361628801	4.1288609382805	14.3785737609043	1.90025937453683	1.61416125424327	1.77346182357302	1.3759665937162	2.09373664576187	-2.65080238392728	-2.61818619275298	-2.33826275033847	-1.70746846482125	-2.45468012510031	495001.5
142	103	74	34	129	20.7903780519169	15.3965940448126	11.881920492952	4.8407335138461	18.5483601515665	3.08678672002371	2.09754135353099	2.89829503335804	2.26290342867205	3.30301560352494	-2.50195854742498	-2.52636066956431	-2.24358499485251	-1.39274957996517	-2.38854707126259	497501.5
177	110	88	34	160	25.9147670083753	16.4429645138775	14.129851397024	4.8407335138461	23.0057180174469	4.25697346969023	3.12597374565861	4.05455893254262	2.3062812869469	4.43822690366469	-2.47311879768317	-2.37591330772303	-2.13603146225073	-1.36931339841094	-2.36373134495304	500001.5
190	120	99	32	171	27.8181114779169	17.9377794696846	15.896082821652	4.55598448361986	24.5873611311463	4.53051726693345	3.52206502756902	4.35058067704472	2.75993258370437	4.65190626335424	-2.48223358070126	-2.36637430133971	-2.18806837519443	-1.02308093895405	-2.37962380132891	502501.5
152	81	82	21	134	22.2544891823336	12.1080011420371	13.166452438136	2.98986481737553	19.2672888396118	3.42329183340744	2.77362988835037	3.2112676056338	2.02895882071793	3.15835672129633	-2.49210828329826	-2.22652374304049	-2.25667642981868	-0.782350178971098	-2.43329531137123	505001.5
167	98	75	20	137	24.4506558779586	14.6491865669091	12.0424869861	2.84749030226241	19.6986460524389	2.97870164517563	2.94656907952829	2.54435384235236	1.34939249867935	2.61431227839183	-2.59419538491642	-2.33092292245914	-2.34229229091249	-1.26965828480255	-2.52625102343903	507501.5
148	100	73	17	136	21.6688447301669	14.9481495580705	11.721353999804	2.42036675692305	19.5548603148298	1.92157996146435	2.05282263603006	1.4669631826044	1.13988881342289	1.60733631313306	-2.68153616751784	-2.51959987611984	-2.59393642054484	-1.23793368016192	-2.6726637995748	510001.5
136	94	78	19	132	19.9119113736669	14.0512605845862	12.524186465544	2.70511578714929	18.9797173643937	2.53224396027864	2.57485823048094	2.3466271312083	1.05940180615299	2.39813820264948	-2.56049927478321	-2.37815707601725	-2.41873351452848	-1.45443035087561	-2.54115896871367	512501.5
174	124	105	26	172	25.4755336692503	18.5357054520074	16.85948178054	3.70173739294113	24.7311468687554	4.58033199940714	4.17466593410906	4.55329873980726	2.04223077503585	4.73294988623633	-2.42595799697863	-2.28437479317131	-2.20468669888985	-1.12994663587108	-2.37365763779694	515001.5
150	105	99	25	154	21.9616669562502	15.695557035974	15.896082821652	3.55936287782801	22.1430035917926	4.13505261597747	3.91345682161568	4.33012107734124	1.97370764470606	4.30330434380883	-2.38954735570884	-2.19753178235294	-2.19194581616838	-1.11611120560503	-2.35656992242083	517501.5
139	101	93	26	140	20.3511447127919	15.0976310536512	14.932683862764	3.70173739294113	20.130003265266	4.26127908700163	4.06283970723858	4.53540894489745	2.14090005785727	4.44039823059954	-2.32118272690731	-2.13574815270265	-2.09146960155596	-1.06276340021239	-2.27213452040438	520001.5
141	99	90	21	143	20.6439669388752	14.7986680624898	14.45098438332	2.98986481737553	20.5613604780931	3.65539499036609	3.54937896120715	3.73387694588584	1.74872839785677	3.7373502881628	-2.4173224186658	-2.21910085525166	-2.2241068293318	-1.01050810726083	-2.38715377782211	522501.5
122	78	70	15	126	17.8621557910835	11.659556655295	11.23965452036	2.13561772669681	18.1170029387394	1.96873425226026	2.29309499048329	1.72018779342723	1.10044524941514	1.78249771895176	-2.59914327211975	-2.31491568998774	-2.50483840420163	-1.10519622389443	-2.61764123928292	525001.5
135	89	78	18	133	19.7655002606252	13.3038531066827	12.524186465544	2.56274127203617	19.1235031020027	2.15802578923966	2.1441830347507	2.11010625154435	1.29446331094509	2.19360613515355	-2.61255561015314	-2.43545377389111	-2.47494355072045	-1.17107334504657	-2.57578707658352	527501.5
127	76	72	18	120	18.5942113562919	11.3605936641336	11.560787506656	2.56274127203617	17.2542885130852	1.78557136505113	1.62776916586543	1.71262663701507	1.3912912233039	1.72451866994676	-2.64488608844106	-2.4648516042195	-2.52368722717385	-1.08166661347933	-2.60781141801352	530001.5
108	69	61	21	109	15.8124002085002	10.3142231950686	9.79455608202801	2.98986481737553	15.6726453993857	1.48732029049948	1.17907109079136	1.41433160365703	1.52483586144442	1.44951087395909	-2.63232305208046	-2.53237701004745	-2.50762066544977	-1.19279687072133	-2.61820239887753	532501.5
90	59	61	23	98	13.1770001737501	8.81940823926158	9.79455608202801	3.27461384760177	14.0910022856862	1.12965021491033	0.802582265565214	1.56975537435137	1.45233818831283	1.3006594828084	-2.6324019946831	-2.56993944447804	-2.46111309750799	-1.37571804653611	-2.60517456495843	535001.5
88	58	57	18	87	12.8841779476668	8.66992674368087	9.15229010943601	2.56274127203617	12.5093591719867	0.807862753816511	0.510625355650178	1.01571534469978	1.01318642618167	0.704514743078895	-2.69538094851363	-2.65719262213908	-2.59291250163158	-1.43079232813194	-2.69110584545952	537501.5
98	73	67	17	98	14.3482890780835	10.9121491773914	10.757955040916	2.42036675692305	14.0910022856862	1.2504668741663	1.03718383925593	1.59807264640474	0.724131512087138	1.34121016827784	-2.64002528801529	-2.59704130789318	-2.51119408592177	-1.63987732058878	-2.59691508231557	540001.5
114	74	75	20	112	16.6908668867502	11.0616306729722	12.0424869861	2.84749030226241	16.1040026122128	1.39139617607826	1.03287679296745	1.66177415369409	1.06797474404447	1.4963329983946	-2.66988398462902	-2.60409675080907	-2.55994133515873	-1.50816366329528	-2.62022505659851	542501.5
125	88	80	23	128	18.3013891302085	13.154371611102	12.84531945184	3.27461384760177	18.4045744139575	2.12727137987254	1.89761199301454	2.11653076352854	1.27623072472518	1.9592067726921	-2.58412202179304	-2.48304392738602	-2.48949477162751	-1.50866951002752	-2.59588082394389	545001.5
