"S"	"theta_W"	"theta_pi"	"TajD"	"population"	"positions"
NA	NA	NA	NA	"Gambia"	27501.5
NA	NA	NA	NA	"Gambia"	30001.5
NA	NA	NA	NA	"Gambia"	32501.5
NA	NA	NA	NA	"Gambia"	35001.5
NA	NA	NA	NA	"Gambia"	37501.5
NA	NA	NA	NA	"Gambia"	40001.5
NA	NA	NA	NA	"Gambia"	42501.5
NA	NA	NA	NA	"Gambia"	45001.5
NA	NA	NA	NA	"Gambia"	47501.5
NA	NA	NA	NA	"Gambia"	50001.5
NA	NA	NA	NA	"Gambia"	52501.5
NA	NA	NA	NA	"Gambia"	55001.5
NA	NA	NA	NA	"Gambia"	57501.5
NA	NA	NA	NA	"Gambia"	60001.5
NA	NA	NA	NA	"Gambia"	62501.5
NA	NA	NA	NA	"Gambia"	65001.5
NA	NA	NA	NA	"Gambia"	67501.5
NA	NA	NA	NA	"Gambia"	70001.5
NA	NA	NA	NA	"Gambia"	72501.5
NA	NA	NA	NA	"Gambia"	75001.5
NA	NA	NA	NA	"Gambia"	77501.5
NA	NA	NA	NA	"Gambia"	80001.5
NA	NA	NA	NA	"Gambia"	82501.5
NA	NA	NA	NA	"Gambia"	85001.5
NA	NA	NA	NA	"Gambia"	87501.5
NA	NA	NA	NA	"Gambia"	90001.5
NA	NA	NA	NA	"Gambia"	92501.5
NA	NA	NA	NA	"Gambia"	95001.5
NA	NA	NA	NA	"Gambia"	97501.5
NA	NA	NA	NA	"Gambia"	100001.5
5	0.747407477903524	0.270774875890352	-1.10564833487306	"Gambia"	102501.5
33	4.93288935416326	3.8834644742264	-0.568067714605916	"Gambia"	105001.5
39	5.82977832764748	3.94924749327944	-0.878054967947681	"Gambia"	107501.5
54	8.07200076135805	4.07713439161745	-1.3893572646732	"Gambia"	110001.5
62	9.26785272600369	4.02347781723996	-1.60581180514346	"Gambia"	112501.5
55	8.22148225693876	0.65539705276377	-2.58742845442823	"Gambia"	115001.5
71	10.61318618623	1.23820222514373	-2.53044676894997	"Gambia"	117501.5
70	10.4637046906493	1.29618546788847	-2.50745198633088	"Gambia"	120001.5
81	12.1080011420371	1.46980162078371	-2.53752536443389	"Gambia"	122501.5
86	12.8554086199406	2.03133645978455	-2.44005006277247	"Gambia"	125001.5
98	14.6491865669091	1.89012616996645	-2.54134482139094	"Gambia"	127501.5
122	18.236742460846	2.59230225850127	-2.52767107374242	"Gambia"	130001.5
123	18.3862239564267	2.76471165355258	-2.50426815947358	"Gambia"	132501.5
127	18.9841499387495	2.2134391617448	-2.60710829690384	"Gambia"	135001.5
121	18.0872609652653	2.06817691266213	-2.60872262804204	"Gambia"	137501.5
111	16.5924460094582	1.41804838804623	-2.68398003588801	"Gambia"	140001.5
112	16.7419275050389	1.31456154465004	-2.70542324644285	"Gambia"	142501.5
88	13.154371611102	1.21532288130605	-2.63354495015168	"Gambia"	145001.5
95	14.2007420801669	1.35135294233071	-2.6360606417204	"Gambia"	147501.5
112	16.7419275050389	1.80841002295783	-2.61881940513483	"Gambia"	150001.5
128	19.1336314343302	1.7310009222377	-2.68502428268905	"Gambia"	152501.5
151	22.5717058326864	2.22163137962836	-2.67732455835938	"Gambia"	155001.5
135	20.1800019033951	1.89516904420854	-2.6802267257782	"Gambia"	157501.5
115	17.190371991781	1.53499597747385	-2.67683773509394	"Gambia"	160001.5
100	14.9481495580705	1.39070502128996	-2.64897011001632	"Gambia"	162501.5
90	13.4533346022634	0.958783823558268	-2.69808710189931	"Gambia"	165001.5
86	12.8554086199406	0.919235523811393	-2.69074886803538	"Gambia"	167501.5
84	12.5564456287792	0.908433569452348	-2.68477119977045	"Gambia"	170001.5
79	11.8090381508757	0.903253340658909	-2.66327570888234	"Gambia"	172501.5
86	12.8554086199406	1.21802091713596	-2.62339424336642	"Gambia"	175001.5
97	14.4997050713284	1.38909601083139	-2.63694880046524	"Gambia"	177501.5
99	14.7986680624898	1.38340560799011	-2.64637348353074	"Gambia"	180001.5
104	15.5460755403933	1.65024625708848	-2.61553013531104	"Gambia"	182501.5
92	13.7522975934248	1.25317387123992	-2.64345615945553	"Gambia"	185001.5
84	12.5564456287792	1.13382257716382	-2.6328208829639	"Gambia"	187501.5
66	9.86577870832651	0.872839118576222	-2.59834831736157	"Gambia"	190001.5
65	9.71629721274581	0.811559366599298	-2.60964560111733	"Gambia"	192501.5
74	11.0616306729722	1.49276926397583	-2.48467967229623	"Gambia"	195001.5
82	12.2574826376178	2.15629966838687	-2.38174415685924	"Gambia"	197501.5
100	14.9481495580705	2.40985617016267	-2.44983959366949	"Gambia"	200001.5
87	13.0048901155213	2.13399917587269	-2.42397956653954	"Gambia"	202501.5
77	11.5100751597143	1.42222789082275	-2.52360757316443	"Gambia"	205001.5
85	12.7059271243599	0.891401605086043	-2.69290582754394	"Gambia"	207501.5
97	14.4997050713284	1.02293821007398	-2.71059445407545	"Gambia"	210001.5
118	17.6388164785232	1.90755057590801	-2.62427203636277	"Gambia"	212501.5
120	17.9377794696846	1.89441359417617	-2.63355721058679	"Gambia"	215001.5
122	18.236742460846	2.22354453230775	-2.58725123293397	"Gambia"	217501.5
101	15.0976310536512	1.91780311206169	-2.55091304361996	"Gambia"	220001.5
84	12.5564456287792	1.61253262170594	-2.52248214584022	"Gambia"	222501.5
90	13.4533346022634	1.6873810411475	-2.54075301361759	"Gambia"	225001.5
75	11.2111121685529	1.74311755587387	-2.42775541504235	"Gambia"	227501.5
69	10.3142231950686	1.85792633871632	-2.34418994940833	"Gambia"	230001.5
68	10.1647416994879	1.23942860506642	-2.50811598722849	"Gambia"	232501.5
77	11.5100751597143	1.33508623903616	-2.54540720261212	"Gambia"	235001.5
97	14.4997050713284	1.80730137550772	-2.55283477268493	"Gambia"	237501.5
112	16.7419275050389	1.91409453917548	-2.60028601792547	"Gambia"	240001.5
118	17.6388164785232	2.49515334654553	-2.52624880485558	"Gambia"	242501.5
109	16.2934830182968	2.44626493730746	-2.49216357372237	"Gambia"	245001.5
84	12.5564456287792	1.46155053666385	-2.55728227753116	"Gambia"	247501.5
82	12.2574826376178	1.50883974648274	-2.53440784887363	"Gambia"	250001.5
97	14.4997050713284	1.18650785864254	-2.67769554094372	"Gambia"	252501.5
105	15.695557035974	1.25325235955497	-2.69369831858826	"Gambia"	255001.5
112	16.7419275050389	1.29270254890803	-2.70925655378619	"Gambia"	257501.5
110	16.4429645138775	1.13713870847478	-2.73074569545645	"Gambia"	260001.5
86	12.8554086199406	0.878333300629869	-2.69996937864958	"Gambia"	262501.5
63	9.4173342215844	0.654572925455723	-2.6436337439982	"Gambia"	265001.5
52	7.77303777019665	0.608264819574986	-2.57944779938956	"Gambia"	267501.5
51	7.62355627461594	1.14863724662991	-2.37282619808331	"Gambia"	270001.5
55	8.22148225693876	1.4797303926378	-2.30552526645633	"Gambia"	272501.5
93	13.9017790890055	4.3828267566666	-1.99264604072958	"Gambia"	275001.5
98	14.6491865669091	4.40162470812158	-2.04110549299957	"Gambia"	277501.5
106	15.8450385315547	4.18033671487157	-2.15605186850942	"Gambia"	280001.5
114	17.0408904962003	4.55852284991072	-2.15221818559377	"Gambia"	282501.5
96	14.3502235757477	1.84811529933481	-2.53943915328373	"Gambia"	285001.5
111	16.5924460094582	4.88464179895218	-2.0708243944223	"Gambia"	287501.5
100	14.9481495580705	4.66173498420423	-2.00984814442609	"Gambia"	290001.5
104	15.5460755403933	5.03767439122501	-1.97793448085957	"Gambia"	292501.5
95	14.2007420801669	5.35478680611424	-1.81475354868707	"Gambia"	295001.5
91	13.6028160978441	2.65058964346683	-2.34041427969863	"Gambia"	297501.5
83	12.4069641331985	2.51753232737476	-2.30532618567623	"Gambia"	300001.5
70	10.4637046906493	1.94335105861115	-2.33044263336288	"Gambia"	302501.5
74	11.0616306729722	2.31337440888488	-2.27159884319986	"Gambia"	305001.5
67	10.0152602039072	3.44762867178149	-1.87122725174426	"Gambia"	307501.5
82	12.2574826376178	4.03246472931342	-1.93936575575742	"Gambia"	310001.5
91	13.6028160978441	3.85450228597218	-2.08314655867711	"Gambia"	312501.5
97	14.4997050713284	3.6327237407531	-2.18568590155585	"Gambia"	315001.5
104	15.5460755403933	4.3331044090811	-2.11055154049394	"Gambia"	317501.5
112	16.7419275050389	5.54187351608029	-1.96409980167346	"Gambia"	320001.5
117	17.4893349829425	5.67542138414144	-1.98692169532587	"Gambia"	322501.5
103	15.3965940448126	5.06589094048624	-1.96247677316337	"Gambia"	325001.5
99	14.7986680624898	3.01948472421168	-2.32363090545505	"Gambia"	327501.5
108	16.1440015227161	1.54155956282009	-2.65132185947823	"Gambia"	330001.5
103	15.3965940448126	1.16333418362341	-2.703827764858	"Gambia"	332501.5
115	17.190371991781	1.90636344014285	-2.61333939198484	"Gambia"	335001.5
128	19.1336314343302	1.96108941781292	-2.64952429334218	"Gambia"	337501.5
107	15.9945200271354	1.6818083707788	-2.62189844113678	"Gambia"	340001.5
101	15.0976310536512	1.92532817926731	-2.54945659121603	"Gambia"	342501.5
94	14.0512605845862	1.49991170064557	-2.60090908639389	"Gambia"	345001.5
77	11.5100751597143	1.38209092871299	-2.5336483617335	"Gambia"	347501.5
75	11.2111121685529	1.36891470282362	-2.52370741332512	"Gambia"	350001.5
71	10.61318618623	1.07161077644566	-2.57541226380762	"Gambia"	352501.5
70	10.4637046906493	0.771638247355925	-2.65092340298013	"Gambia"	355001.5
79	11.8090381508757	0.729215313070267	-2.70577712068943	"Gambia"	357501.5
91	13.6028160978441	0.879451759119361	-2.71889407219646	"Gambia"	360001.5
105	15.695557035974	1.70355944508761	-2.60970954627492	"Gambia"	362501.5
99	14.7986680624898	1.74618841120028	-2.57480881649924	"Gambia"	365001.5
95	14.2007420801669	2.66354021545042	-2.36686455869013	"Gambia"	367501.5
89	13.3038531066827	5.84473049074819	-1.62785711475332	"Gambia"	370001.5
86	12.8554086199406	5.63679532209642	-1.62727830800797	"Gambia"	372501.5
94	14.0512605845862	6.56808861330769	-1.55067396780351	"Gambia"	375001.5
80	11.9585196464564	5.58839746482742	-1.53733435477777	"Gambia"	377501.5
71	10.61318618623	2.31989875007358	-2.23848088529037	"Gambia"	380001.5
65	9.71629721274581	1.8113435237329	-2.31664625932766	"Gambia"	382501.5
73	10.9121491773914	1.34327845691973	-2.5165407350834	"Gambia"	385001.5
86	12.8554086199406	1.59451955340149	-2.53852086969887	"Gambia"	387501.5
101	15.0976310536512	1.90954221690246	-2.55251191314292	"Gambia"	390001.5
104	15.5460755403933	1.99740988560328	-2.55018556941634	"Gambia"	392501.5
102	15.2471125492319	1.78325451798364	-2.58155165532128	"Gambia"	395001.5
88	13.154371611102	1.53404430665385	-2.56324058845367	"Gambia"	397501.5
90	13.4533346022634	2.68072915644683	-2.32624832392895	"Gambia"	400001.5
82	12.2574826376178	2.55337205423543	-2.2881190005062	"Gambia"	402501.5
70	10.4637046906493	2.28338206149559	-2.23743912904736	"Gambia"	405001.5
74	11.0616306729722	2.38071738319958	-2.25411236155906	"Gambia"	407501.5
61	9.11837123042299	1.17328257755627	-2.46966387663126	"Gambia"	410001.5
71	10.61318618623	2.00756431136315	-2.32278456778702	"Gambia"	412501.5
78	11.659556655295	2.0296097168534	-2.38003592597804	"Gambia"	415001.5
80	11.9585196464564	2.36627553322999	-2.31494561551828	"Gambia"	417501.5
76	11.3605936641336	2.03450542550478	-2.36184506976029	"Gambia"	420001.5
68	10.1647416994879	1.14112199046367	-2.53574128049574	"Gambia"	422501.5
72	10.7626676818107	1.50450326707611	-2.46645414297067	"Gambia"	425001.5
75	11.2111121685529	1.21827600415988	-2.56233374671002	"Gambia"	427501.5
73	10.9121491773914	1.46620096933069	-2.48421304263385	"Gambia"	430001.5
75	11.2111121685529	1.51406903047309	-2.48648736627355	"Gambia"	432501.5
69	10.3142231950686	2.17180111060966	-2.2571799853373	"Gambia"	435001.5
63	9.4173342215844	2.02825579341875	-2.22920794138006	"Gambia"	437501.5
66	9.86577870832651	1.77134391617448	-2.33874149962628	"Gambia"	440001.5
66	9.86577870832651	1.88238525989443	-2.30665809844997	"Gambia"	442501.5
48	7.17511178787383	0.6984184604517	-2.5082529456708	"Gambia"	445001.5
52	7.77303777019665	0.73027490532347	-2.53552196261061	"Gambia"	447501.5
62	9.26785272600369	0.992347389282421	-2.53393481481043	"Gambia"	450001.5
59	8.81940823926158	0.759335203971509	-2.58380307701941	"Gambia"	452501.5
78	11.659556655295	0.895934305280301	-2.66022316119229	"Gambia"	455001.5
75	11.2111121685529	0.809911111983204	-2.66704547489029	"Gambia"	457501.5
64	9.5668157171651	0.623972293624787	-2.65882658035405	"Gambia"	460001.5
65	9.71629721274581	1.21299766497263	-2.49199905075613	"Gambia"	462501.5
68	10.1647416994879	1.64853913623609	-2.39315120639503	"Gambia"	465001.5
93	13.9017790890055	4.18716519828111	-2.0336047740048	"Gambia"	467501.5
92	13.7522975934248	4.03025724545258	-2.05612713431322	"Gambia"	470001.5
86	12.8554086199406	3.45401565841885	-2.11933818866735	"Gambia"	472501.5
89	13.3038531066827	3.24247983831407	-2.19576469008759	"Gambia"	475001.5
71	10.61318618623	1.22871495006181	-2.53300752475252	"Gambia"	477501.5
75	11.2111121685529	1.66756274159684	-2.44712895896557	"Gambia"	480001.5
82	12.2574826376178	1.73314953986225	-2.48151814859444	"Gambia"	482501.5
84	12.5564456287792	1.74162627788788	-2.49272711739201	"Gambia"	485001.5
82	12.2574826376178	1.41639032239075	-2.55620637250268	"Gambia"	487501.5
82	12.2574826376178	1.13531385514981	-2.62248100939629	"Gambia"	490001.5
80	11.9585196464564	1.0831583697977	-2.62460688108055	"Gambia"	492501.5
103	15.3965940448126	1.61416125424327	-2.61818619275298	"Gambia"	495001.5
103	15.3965940448126	2.09754135353099	-2.52636066956431	"Gambia"	497501.5
110	16.4429645138775	3.12597374565861	-2.37591330772303	"Gambia"	500001.5
120	17.9377794696846	3.52206502756902	-2.36637430133971	"Gambia"	502501.5
81	12.1080011420371	2.77362988835037	-2.22652374304049	"Gambia"	505001.5
98	14.6491865669091	2.94656907952829	-2.33092292245914	"Gambia"	507501.5
100	14.9481495580705	2.05282263603006	-2.51959987611984	"Gambia"	510001.5
94	14.0512605845862	2.57485823048094	-2.37815707601725	"Gambia"	512501.5
124	18.5357054520074	4.17466593410906	-2.28437479317131	"Gambia"	515001.5
105	15.695557035974	3.91345682161568	-2.19753178235294	"Gambia"	517501.5
101	15.0976310536512	4.06283970723858	-2.13574815270265	"Gambia"	520001.5
99	14.7986680624898	3.54937896120715	-2.21910085525166	"Gambia"	522501.5
78	11.659556655295	2.29309499048329	-2.31491568998774	"Gambia"	525001.5
89	13.3038531066827	2.1441830347507	-2.43545377389111	"Gambia"	527501.5
76	11.3605936641336	1.62776916586543	-2.4648516042195	"Gambia"	530001.5
69	10.3142231950686	1.17907109079136	-2.53237701004745	"Gambia"	532501.5
59	8.81940823926158	0.802582265565214	-2.56993944447804	"Gambia"	535001.5
58	8.66992674368087	0.510625355650178	-2.65719262213908	"Gambia"	537501.5
73	10.9121491773914	1.03718383925593	-2.59704130789318	"Gambia"	540001.5
74	11.0616306729722	1.03287679296745	-2.60409675080907	"Gambia"	542501.5
88	13.154371611102	1.89761199301454	-2.48304392738602	"Gambia"	545001.5
86	12.8554086199406	2.78949433903028	-2.26913996965108	"Gambia"	547501.5
84	12.5564456287792	2.49804760316308	-2.31837820887033	"Gambia"	550001.5
87	13.0048901155213	3.42355238113926	-2.13643638016362	"Gambia"	552501.5
87	13.0048901155213	3.10461511292506	-2.20755266910912	"Gambia"	555001.5
89	13.3038531066827	2.23035339363852	-2.41664820666572	"Gambia"	557501.5
81	12.1080011420371	2.04369836940525	-2.40063400859083	"Gambia"	560001.5
80	11.9585196464564	1.25633302592077	-2.58281375048682	"Gambia"	562501.5
83	12.4069641331985	0.995506543963267	-2.66012572953947	"Gambia"	565001.5
86	12.8554086199406	0.956232953319075	-2.68240860765492	"Gambia"	567501.5
86	12.8554086199406	1.01700253124816	-2.66870943693187	"Gambia"	570001.5
82	12.2574826376178	0.98170241155348	-2.65870084219476	"Gambia"	572501.5
73	10.9121491773914	0.77044130055138	-2.66719258112477	"Gambia"	575001.5
65	9.71629721274581	0.865892902694111	-2.59372247391102	"Gambia"	577501.5
88	13.154371611102	2.10933422286757	-2.43634171334172	"Gambia"	580001.5
94	14.0512605845862	2.14130840021192	-2.46799791331514	"Gambia"	582501.5
96	14.3502235757477	2.12053842984126	-2.48410432906265	"Gambia"	585001.5
99	14.7986680624898	2.09654062751408	-2.50569628006593	"Gambia"	587501.5
81	12.1080011420371	0.849125836391107	-2.68557490447491	"Gambia"	590001.5
95	14.2007420801669	0.916400133430136	-2.72529149684116	"Gambia"	592501.5
100	14.9481495580705	0.964954967329239	-2.73215681708491	"Gambia"	595001.5
103	15.3965940448126	1.07658497341208	-2.72030711852936	"Gambia"	597501.5
98	14.6491865669091	1.70072405470636	-2.5790698630321	"Gambia"	600001.5
92	13.7522975934248	1.99085611129643	-2.48744276967388	"Gambia"	602501.5
90	13.4533346022634	1.91640013343014	-2.49129837775908	"Gambia"	605001.5
81	12.1080011420371	1.70161685929007	-2.48223057076162	"Gambia"	607501.5
84	12.5564456287792	1.5801856248651	-2.5299378631828	"Gambia"	610001.5
69	10.3142231950686	1.33394815846791	-2.48944317368757	"Gambia"	612501.5
68	10.1647416994879	2.01818966701332	-2.28927514108261	"Gambia"	615001.5
62	9.26785272600369	1.93012577752487	-2.2467898961793	"Gambia"	617501.5
69	10.3142231950686	2.01070384396523	-2.30183813768933	"Gambia"	620001.5
75	11.2111121685529	1.880599650727	-2.3925026594267	"Gambia"	622501.5
71	10.61318618623	2.18507544689284	-2.27487168801909	"Gambia"	625001.5
75	11.2111121685529	3.66904420854345	-1.93391495026942	"Gambia"	627501.5
59	8.81940823926158	3.010929497871	-1.86201355485195	"Gambia"	630001.5
65	9.71629721274581	3.1314483056335	-1.9297729232876	"Gambia"	632501.5
56	8.37096375251947	2.84014873535702	-1.86034629085155	"Gambia"	635001.5
59	8.81940823926158	1.62456095598768	-2.30643921808319	"Gambia"	637501.5
62	9.26785272600369	1.68397661048211	-2.32216002992068	"Gambia"	640001.5
58	8.66992674368087	1.75643113631458	-2.25147823906019	"Gambia"	642501.5
64	9.5668157171651	1.10092616211761	-2.51702183625965	"Gambia"	645001.5
70	10.4637046906493	1.18086651099818	-2.53899342524036	"Gambia"	647501.5
71	10.61318618623	1.15641740085945	-2.55252170211448	"Gambia"	650001.5
68	10.1647416994879	1.06804936915017	-2.55627553042134	"Gambia"	652501.5
64	9.5668157171651	1.02076997037066	-2.54085334074912	"Gambia"	655001.5
64	9.5668157171651	1.17530365166886	-2.49490841697755	"Gambia"	657501.5
72	10.7626676818107	1.31353138551498	-2.51733068473069	"Gambia"	660001.5
89	13.3038531066827	1.57905735533622	-2.55878515015772	"Gambia"	662501.5
106	15.8450385315547	1.88350371838393	-2.58058831629488	"Gambia"	665001.5
104	15.5460755403933	1.67591193611051	-2.61069923565354	"Gambia"	667501.5
114	17.0408904962003	1.9931518945117	-2.5945411630495	"Gambia"	670001.5
108	16.1440015227161	1.83671487157349	-2.59773138987129	"Gambia"	672501.5
115	17.190371991781	2.11091380020799	-2.5783643059793	"Gambia"	675001.5
127	18.9841499387495	2.3393147970096	-2.58754016902659	"Gambia"	677501.5
125	18.6851869475881	2.15176696819261	-2.60972048741199	"Gambia"	680001.5
117	17.4893349829425	2.08239310872594	-2.59121474120246	"Gambia"	682501.5
99	14.7986680624898	1.58640582383298	-2.60632846837135	"Gambia"	685001.5
81	12.1080011420371	1.26681121598022	-2.58594458235667	"Gambia"	687501.5
91	13.6028160978441	2.85606224123384	-2.29650622101267	"Gambia"	690001.5
102	15.2471125492319	3.10628298961992	-2.32787500981129	"Gambia"	692501.5
108	16.1440015227161	3.35293251967113	-2.32243627107073	"Gambia"	695001.5
113	16.8914090006196	3.44044699095422	-2.33885947697915	"Gambia"	697501.5
90	13.4533346022634	2.48449855777721	-2.36862257624467	"Gambia"	700001.5
83	12.4069641331985	2.13874771893334	-2.39362469399467	"Gambia"	702501.5
87	13.0048901155213	1.99861664344721	-2.45416701797177	"Gambia"	705001.5
96	14.3502235757477	1.90544120244099	-2.52779506577252	"Gambia"	707501.5
104	15.5460755403933	1.41113160528226	-2.66053727845038	"Gambia"	710001.5
99	14.7986680624898	1.30799795930381	-2.66124883931417	"Gambia"	712501.5
94	14.0512605845862	1.19278692384671	-2.66455193705633	"Gambia"	715001.5
85	12.7059271243599	1.41133763710928	-2.57439588245124	"Gambia"	717501.5
86	12.8554086199406	1.53147381433589	-2.55273315111092	"Gambia"	720001.5
95	14.2007420801669	1.83901065478877	-2.53601734093369	"Gambia"	722501.5
96	14.3502235757477	1.889831838785	-2.53096565335259	"Gambia"	725001.5
102	15.2471125492319	1.69866373643624	-2.59777103847444	"Gambia"	727501.5
95	14.2007420801669	1.2285089182348	-2.66126217414471	"Gambia"	730001.5
94	14.0512605845862	1.77908482624649	-2.54305841824925	"Gambia"	732501.5
95	14.2007420801669	2.02655848360575	-2.49754178036958	"Gambia"	735001.5
94	14.0512605845862	2.0745050330632	-2.4818410058963	"Gambia"	737501.5
115	17.190371991781	2.27647508977101	-2.55005577433061	"Gambia"	740001.5
113	16.8914090006196	1.449159193925	-2.6851055173834	"Gambia"	742501.5
111	16.5924460094582	2.74389262798501	-2.44947059706379	"Gambia"	745001.5
105	15.695557035974	2.54146145242627	-2.45342872552786	"Gambia"	747501.5
72	10.7626676818107	2.19512195121951	-2.28246742180082	"Gambia"	750001.5
88	13.154371611102	2.69377783882425	-2.30742369246038	"Gambia"	752501.5
95	14.2007420801669	1.26807684006044	-2.65314478893049	"Gambia"	755001.5
116	17.3398534873617	2.50074563899299	-2.51631908524342	"Gambia"	757501.5
131	19.5820759210723	2.7097207778192	-2.54584501889286	"Gambia"	760001.5
126	18.8346684431688	2.90541176932284	-2.49518247498912	"Gambia"	762501.5
126	18.8346684431688	2.88491650805486	-2.49839288321991	"Gambia"	765001.5
106	15.8450385315547	1.86776681121598	-2.58349705658137	"Gambia"	767501.5
109	16.2934830182968	2.16425642132528	-2.54291827021807	"Gambia"	770001.5
96	14.3502235757477	1.64370229382101	-2.5809597015117	"Gambia"	772501.5
89	13.3038531066827	1.74996566136216	-2.52148662105989	"Gambia"	775001.5
87	13.0048901155213	1.72649765516159	-2.51484381722711	"Gambia"	777501.5
91	13.6028160978441	2.44988521083924	-2.38330341480528	"Gambia"	780001.5
90	13.4533346022634	3.52772599729215	-2.14334689016719	"Gambia"	782501.5
91	13.6028160978441	3.90003531974177	-2.07341646745992	"Gambia"	785001.5
91	13.6028160978441	4.90195828346055	-1.85931252967034	"Gambia"	787501.5
78	11.659556655295	5.16793556109334	-1.60440047289991	"Gambia"	790001.5
67	10.0152602039072	3.81071561721249	-1.7677777534404	"Gambia"	792501.5
67	10.0152602039072	3.99798873692679	-1.71442053274151	"Gambia"	795001.5
71	10.61318618623	3.38141396699566	-1.95196223501841	"Gambia"	797501.5
63	9.4173342215844	2.46114828404921	-2.09860878923156	"Gambia"	800001.5
80	11.9585196464564	3.88291505602104	-1.94892719770448	"Gambia"	802501.5
68	10.1647416994879	3.22927417930656	-1.94894641591262	"Gambia"	805001.5
50	7.47407477903524	2.63424445185723	-1.80596584800087	"Gambia"	807501.5
62	9.26785272600369	2.95518317210525	-1.932920408623	"Gambia"	810001.5
49	7.32459328345453	1.88816396209014	-2.06626850069703	"Gambia"	812501.5
54	8.07200076135805	1.67599042442556	-2.224440720684	"Gambia"	815001.5
81	12.1080011420371	1.90149716460962	-2.43455320359193	"Gambia"	817501.5
78	11.659556655295	1.23955614857838	-2.57529721744326	"Gambia"	820001.5
81	12.1080011420371	1.84925337990307	-2.44701489211	"Gambia"	822501.5
98	14.6491865669091	2.86873810411475	-2.34642526668806	"Gambia"	825001.5
78	11.659556655295	2.62017542138414	-2.23407794693426	"Gambia"	827501.5
95	14.2007420801669	3.06976630104193	-2.28352700977002	"Gambia"	830001.5
106	15.8450385315547	3.38563271392971	-2.30294143954775	"Gambia"	832501.5
97	14.4997050713284	5.07861585856406	-1.89487229647691	"Gambia"	835001.5
119	17.7882979741039	11.9913662853443	-0.95924664047063	"Gambia"	837501.5
106	15.8450385315547	14.335468869572	-0.279022176607025	"Gambia"	840001.5
128	19.1336314343302	23.1517964013108	0.619956304921627	"Gambia"	842501.5
150	22.4222243371057	28.7673998783431	0.840172577573408	"Gambia"	845001.5
139	20.777927885718	26.1492357200322	0.765489597796393	"Gambia"	847501.5
139	20.777927885718	24.222985303063	0.490970858147741	"Gambia"	850001.5
132	19.731557416653	21.192718246571	0.218864835879638	"Gambia"	852501.5
147	21.9737798503636	20.1504424778761	-0.246190177377782	"Gambia"	855001.5
169	25.2623727531391	18.2614347663992	-0.825883010488301	"Gambia"	857501.5
149	22.272742841525	17.1250711300355	-0.686030784111342	"Gambia"	860001.5
108	16.1440015227161	10.0012950571984	-1.11531290267162	"Gambia"	862501.5
47	7.02563029229312	2.55431391401605	-1.7650445221665	"Gambia"	865001.5
NA	NA	NA	NA	"Gambia"	867501.5
NA	NA	NA	NA	"Gambia"	870001.5
NA	NA	NA	NA	"Gambia"	872501.5
NA	NA	NA	NA	"Gambia"	875001.5
NA	NA	NA	NA	"Gambia"	877501.5
NA	NA	NA	NA	"Gambia"	880001.5
NA	NA	NA	NA	"Gambia"	882501.5
NA	NA	NA	NA	"Gambia"	885001.5
NA	NA	NA	NA	"Gambia"	887501.5
NA	NA	NA	NA	"Gambia"	890001.5
NA	NA	NA	NA	"Gambia"	892501.5
NA	NA	NA	NA	"Gambia"	895001.5
NA	NA	NA	NA	"Gambia"	897501.5
NA	NA	NA	NA	"Gambia"	900001.5
NA	NA	NA	NA	"Gambia"	902501.5
NA	NA	NA	NA	"Gambia"	905001.5
NA	NA	NA	NA	"Gambia"	907501.5
NA	NA	NA	NA	"Gambia"	910001.5
NA	NA	NA	NA	"Gambia"	912501.5
NA	NA	NA	NA	"Gambia"	915001.5
NA	NA	NA	NA	"Gambia"	917501.5
NA	NA	NA	NA	"Gambia"	920001.5
NA	NA	NA	NA	"Gambia"	922501.5
NA	NA	NA	NA	"Gambia"	925001.5
NA	NA	NA	NA	"Gambia"	927501.5
NA	NA	NA	NA	"Gambia"	930001.5
NA	NA	NA	NA	"Gambia"	932501.5
NA	NA	NA	NA	"Gambia"	935001.5
NA	NA	NA	NA	"Gambia"	937501.5
NA	NA	NA	NA	"Gambia"	940001.5
NA	NA	NA	NA	"Gambia"	942501.5
NA	NA	NA	NA	"Gambia"	945001.5
NA	NA	NA	NA	"Gambia"	947501.5
NA	NA	NA	NA	"Gambia"	950001.5
NA	NA	NA	NA	"Gambia"	952501.5
NA	NA	NA	NA	"Gambia"	955001.5
NA	NA	NA	NA	"Gambia"	957501.5
NA	NA	NA	NA	"Gambia"	960001.5
NA	NA	NA	NA	"Gambia"	962501.5
NA	NA	NA	NA	"Gambia"	965001.5
NA	NA	NA	NA	"Gambia"	967501.5
NA	NA	NA	NA	"Gambia"	970001.5
NA	NA	NA	NA	"Gambia"	972501.5
NA	NA	NA	NA	"Gambia"	975001.5
NA	NA	NA	NA	"Gambia"	977501.5
NA	NA	NA	NA	"Gambia"	980001.5
NA	NA	NA	NA	"Gambia"	982501.5
NA	NA	NA	NA	"Gambia"	985001.5
NA	NA	NA	NA	"Gambia"	987501.5
NA	NA	NA	NA	"Gambia"	990001.5
NA	NA	NA	NA	"Gambia"	992501.5
NA	NA	NA	NA	"Gambia"	995001.5
NA	NA	NA	NA	"Kenya"	5001.5
NA	NA	NA	NA	"Kenya"	7501.5
NA	NA	NA	NA	"Kenya"	10001.5
NA	NA	NA	NA	"Kenya"	12501.5
